year,month,day,rad,tx,tn,p,Site,Date
1975,3,17,17.19,13.11,-2.52,0,Indiana,1975-03-17
1975,3,18,10.02,14.54,3.214,0,Indiana,1975-03-18
1975,3,19,13.2,12.342,5.22,8.93503804502416,Indiana,1975-03-19
1975,3,20,20.73,16.141,1.908,0,Indiana,1975-03-20
1975,3,21,17.97,20.443,6.482,0,Indiana,1975-03-21
1975,3,22,13.36,17.633,4.561,4.65579110192493,Indiana,1975-03-22
1975,3,23,19.08,18.309,1.372,0,Indiana,1975-03-23
1975,3,24,20.41,16.72,8.264,10.3476345538525,Indiana,1975-03-24
1975,3,25,9.77,6.84,-2.291,0,Indiana,1975-03-25
1975,3,26,19.11,4.057,-5.236,0,Indiana,1975-03-26
1975,3,27,3.33,2.363,-3.185,6.21970295895835,Indiana,1975-03-27
1975,3,28,2.65,6.886,0.623,7.80282318591574,Indiana,1975-03-28
1975,3,29,15.67,4.971,-1.237,4.10895347584983,Indiana,1975-03-29
1975,3,30,16.75,0.954,-5.722,0,Indiana,1975-03-30
1975,3,31,19.53,13.659,-5.218,0,Indiana,1975-03-31
1975,4,1,19.63,11.01,2.49,0,Indiana,1975-04-01
1975,4,2,10.83,17.24,0.085,4.42991317362385,Indiana,1975-04-02
1975,4,3,21.24,8.428,-4.291,8.53146064036991,Indiana,1975-04-03
1975,4,4,24.44,4.15,-6.394,0,Indiana,1975-04-04
1975,4,5,24.46,5.58,-4.638,0,Indiana,1975-04-05
1975,4,6,24.47,7.12,-4.507,0,Indiana,1975-04-06
1975,4,7,23.79,9.605,-5.474,0,Indiana,1975-04-07
1975,4,8,20.56,10.95,-0.603,0,Indiana,1975-04-08
1975,4,9,8.07,8.499,0.863,3.51663376017086,Indiana,1975-04-09
1975,4,10,14.08,11.669,0.351,0,Indiana,1975-04-10
1975,4,11,21.55,8.562,0.878,0,Indiana,1975-04-11
1975,4,12,19.56,10.057,-4.67,0,Indiana,1975-04-12
1975,4,13,25.38,10.876,-3.731,0,Indiana,1975-04-13
1975,4,14,15.85,9.115,1.749,1.86111032957115,Indiana,1975-04-14
1975,4,15,16.68,10.872,0.003,0,Indiana,1975-04-15
1975,4,16,15.94,13.786,1.332,0,Indiana,1975-04-16
1975,4,17,20.18,22.208,7.93,0,Indiana,1975-04-17
1975,4,18,6.71,21.849,15.883,4.41877543926239,Indiana,1975-04-18
1975,4,19,21.63,19.655,6.295,9.48617422420739,Indiana,1975-04-19
1975,4,20,16.14,10.428,3.531,0,Indiana,1975-04-20
1975,4,21,19.61,12.444,0.037,0,Indiana,1975-04-21
1975,4,22,25.75,19.709,5.165,2.23204493522644,Indiana,1975-04-22
1975,4,23,4.31,18.31,12.426,8.78986120223502,Indiana,1975-04-23
1975,4,24,6.12,17.35,13.829,18.9755085968635,Indiana,1975-04-24
1975,4,25,9.58,16.161,8.102,1.44771931223886,Indiana,1975-04-25
1975,4,26,26.43,16.839,4.368,0,Indiana,1975-04-26
1975,4,27,11.82,14.444,6.854,2.70235836495658,Indiana,1975-04-27
1975,4,28,16.84,21.903,9.697,3.90574336051941,Indiana,1975-04-28
1975,4,29,26.71,23.307,8.732,0,Indiana,1975-04-29
1975,4,30,12.39,20.925,14.321,2.02245527088962,Indiana,1975-04-30
1975,5,1,27.14,17.747,8.608,1.67483389373047,Indiana,1975-05-01
1975,5,2,25.14,20.145,5.939,0,Indiana,1975-05-02
1975,5,3,10.14,17.852,11.865,6.14845752716064,Indiana,1975-05-03
1975,5,4,21.47,18.267,8.922,0,Indiana,1975-05-04
1975,5,5,24.54,24.698,8.244,2.73876786229721,Indiana,1975-05-05
1975,5,6,26.12,22.192,10.199,0,Indiana,1975-05-06
1975,5,7,20.34,19.476,10.266,0,Indiana,1975-05-07
1975,5,8,21.52,22.516,12.311,0,Indiana,1975-05-08
1975,5,9,26.37,22.499,9.297,0,Indiana,1975-05-09
1975,5,10,25.17,22.803,7.288,0,Indiana,1975-05-10
1975,5,11,25.18,23.893,9.71,0,Indiana,1975-05-11
1975,5,12,17.96,21.249,12.275,4.89408373816147,Indiana,1975-05-12
1975,5,13,29.5,20.217,4.937,0,Indiana,1975-05-13
1975,5,14,23.49,22.527,8.317,0,Indiana,1975-05-14
1975,5,15,27.87,20.567,12.228,0,Indiana,1975-05-15
1975,5,16,28.72,20.535,7.226,0,Indiana,1975-05-16
1975,5,17,26.81,22.823,8.951,0,Indiana,1975-05-17
1975,5,18,29.03,27,10.293,0,Indiana,1975-05-18
1975,5,19,28.71,29.987,15.383,0,Indiana,1975-05-19
1975,5,20,25.76,30.94,20.191,0,Indiana,1975-05-20
1975,5,21,22.97,28.881,20.856,1.65742039680339,Indiana,1975-05-21
1975,5,22,19.92,28.515,18.041,13.3977025747285,Indiana,1975-05-22
1975,5,23,27.73,29.573,15.091,0,Indiana,1975-05-23
1975,5,24,26.25,30.117,19.297,0,Indiana,1975-05-24
1975,5,25,18.39,29.033,19.606,6.01291491369693,Indiana,1975-05-25
1975,5,26,23.61,27.269,18.256,4.13921180455645,Indiana,1975-05-26
1975,5,27,29.7,24.868,15.94,0,Indiana,1975-05-27
1975,5,28,29.21,24.92,9.863,0,Indiana,1975-05-28
1975,5,29,19.25,27.877,15.201,1.33374333375968,Indiana,1975-05-29
1975,5,30,19.14,26.476,18.491,16.5515698165564,Indiana,1975-05-30
1975,5,31,9.81,20.656,16.153,5.84462583054801,Indiana,1975-05-31
1975,6,1,22.31,21.868,11.675,2.73312628269196,Indiana,1975-06-01
1975,6,2,21.98,20.476,10.552,1.31092965602875,Indiana,1975-06-02
1975,6,3,20.72,23.508,11.775,3.51623296728576,Indiana,1975-06-03
1975,6,4,22.82,29.317,14.697,0,Indiana,1975-06-04
1975,6,5,22.61,27.446,19.184,7.0197125317577,Indiana,1975-06-05
1975,6,6,27.08,25.777,16.672,0,Indiana,1975-06-06
1975,6,7,20.49,22.15,11.178,0,Indiana,1975-06-07
1975,6,8,27.15,21.065,8.91,0,Indiana,1975-06-08
1975,6,9,26.3,21.97,11.388,0,Indiana,1975-06-09
1975,6,10,26.95,26.61,13.957,0,Indiana,1975-06-10
1975,6,11,14.18,25.945,19.591,32.8217387199174,Indiana,1975-06-11
1975,6,12,24.06,23.71,15.294,0,Indiana,1975-06-12
1975,6,13,27.25,27.477,16.065,1.25628709793091,Indiana,1975-06-13
1975,6,14,23.49,26.917,17.786,1.26829147338725,Indiana,1975-06-14
1975,6,15,13.75,23.636,19.213,24.8144268989563,Indiana,1975-06-15
1975,6,16,27.41,25.053,13.205,0,Indiana,1975-06-16
1975,6,17,9.9,23.806,20.016,5.83587444276645,Indiana,1975-06-17
1975,6,18,25.05,31.081,19.667,0,Indiana,1975-06-18
1975,6,19,28.08,31.309,21.164,0,Indiana,1975-06-19
1975,6,20,24.9,30.267,21.98,0,Indiana,1975-06-20
1975,6,21,26.89,30.732,20.499,0,Indiana,1975-06-21
1975,6,22,26.84,31.237,21.551,0,Indiana,1975-06-22
1975,6,23,23.25,29.201,22.191,5.16490704443129,Indiana,1975-06-23
1975,6,24,21.61,28.964,21.179,4.57291603078147,Indiana,1975-06-24
1975,6,25,18.85,27.725,20.181,12.1843367815018,Indiana,1975-06-25
1975,6,26,20.34,26.967,19.209,7.99517035473585,Indiana,1975-06-26
1975,6,27,22.9,28.946,18.971,0,Indiana,1975-06-27
1975,6,28,25.16,29.428,19.158,0,Indiana,1975-06-28
1975,6,29,26.52,28.885,20.026,0,Indiana,1975-06-29
1975,6,30,27.91,29.337,18.337,0,Indiana,1975-06-30
1975,7,1,27.97,28.886,17.729,0,Indiana,1975-07-01
1975,7,2,28.8,29.789,16.474,0,Indiana,1975-07-02
1975,7,3,24.11,30.042,17.768,0,Indiana,1975-07-03
1975,7,4,23.91,28.476,19.683,13.6624930502762,Indiana,1975-07-04
1975,7,5,28.05,27.887,15.098,0,Indiana,1975-07-05
1975,7,6,14.01,27.104,19.736,18.2924598454406,Indiana,1975-07-06
1975,7,7,14.45,26.743,19.981,1.35405361652374,Indiana,1975-07-07
1975,7,8,24.13,29.486,17.451,0,Indiana,1975-07-08
1975,7,9,19.73,25.691,17.854,0,Indiana,1975-07-09
1975,7,10,26.45,24.045,16.191,0,Indiana,1975-07-10
1975,7,11,22.51,21.446,14.374,0,Indiana,1975-07-11
1975,7,12,24.38,22.006,12.362,2.093106508255,Indiana,1975-07-12
1975,7,13,21.6,20.169,11.78,6.97737131031317,Indiana,1975-07-13
1975,7,14,27.22,23.169,11.606,0,Indiana,1975-07-14
1975,7,15,28.32,27.326,13.609,0,Indiana,1975-07-15
1975,7,16,26.53,28.565,17.163,0,Indiana,1975-07-16
1975,7,17,26.55,29.327,17.786,0,Indiana,1975-07-17
1975,7,18,21.03,28.016,19.716,7.05477595329285,Indiana,1975-07-18
1975,7,19,18.3,28.441,22.211,6.09888976600814,Indiana,1975-07-19
1975,7,20,23.45,29.319,21.173,4.41031081794563,Indiana,1975-07-20
1975,7,21,23.51,28.118,18.062,0,Indiana,1975-07-21
1975,7,22,25.74,28.154,16.348,0,Indiana,1975-07-22
1975,7,23,20.1,28.978,19.514,0,Indiana,1975-07-23
1975,7,24,23.29,28.547,22.486,1.40109956254264,Indiana,1975-07-24
1975,7,25,25.35,26.308,16.318,0,Indiana,1975-07-25
1975,7,26,28.23,26.889,13.532,0,Indiana,1975-07-26
1975,7,27,26.92,30.843,17.934,0,Indiana,1975-07-27
1975,7,28,27.45,29.519,19.079,0,Indiana,1975-07-28
1975,7,29,27.03,31.222,17.422,0,Indiana,1975-07-29
1975,7,30,27.22,32.114,19.291,0,Indiana,1975-07-30
1975,7,31,25.53,32.154,19.658,0,Indiana,1975-07-31
1975,8,1,19.6,31.889,21.595,1.20495142164145,Indiana,1975-08-01
1975,8,2,13.51,27.637,22.443,10.1417373507502,Indiana,1975-08-02
1975,8,3,14.66,26.247,21.306,10.8793169259798,Indiana,1975-08-03
1975,8,4,24.53,28.537,15.961,0,Indiana,1975-08-04
1975,8,5,19.09,27.284,17.854,4.18527343233777,Indiana,1975-08-05
1975,8,6,24.35,23.355,16.755,2.82183880966613,Indiana,1975-08-06
1975,8,7,23.9,22.564,13.055,0,Indiana,1975-08-07
1975,8,8,27,26.011,12.742,0,Indiana,1975-08-08
1975,8,9,24.54,28.533,14.842,0,Indiana,1975-08-09
1975,8,10,24.14,29.204,19.437,0,Indiana,1975-08-10
1975,8,11,22.17,31.421,21.196,1.19986126441063,Indiana,1975-08-11
1975,8,12,21.24,31.355,21.703,0,Indiana,1975-08-12
1975,8,13,18.76,31.795,25.109,0,Indiana,1975-08-13
1975,8,14,18,28.165,20.854,1.53214633464316,Indiana,1975-08-14
1975,8,15,11.38,26.27,21.244,8.24678540220702,Indiana,1975-08-15
1975,8,16,17.85,26.219,18.434,0,Indiana,1975-08-16
1975,8,17,19.88,27.565,18.134,0,Indiana,1975-08-17
1975,8,18,24.82,28.062,14.782,0,Indiana,1975-08-18
1975,8,19,21.31,28.566,17.946,0,Indiana,1975-08-19
1975,8,20,21.88,29.137,18.269,0,Indiana,1975-08-20
1975,8,21,22.68,32.11,22.168,0,Indiana,1975-08-21
1975,8,22,21.18,31.818,23.329,0,Indiana,1975-08-22
1975,8,23,21.73,32.023,23.451,0,Indiana,1975-08-23
1975,8,24,21.49,31.71,24.016,0,Indiana,1975-08-24
1975,8,25,17.35,29.732,24.285,0,Indiana,1975-08-25
1975,8,26,15.86,26.875,21.132,23.2144594192505,Indiana,1975-08-26
1975,8,27,23.25,27.554,15.317,0,Indiana,1975-08-27
1975,8,28,16.25,29.388,18.738,0,Indiana,1975-08-28
1975,8,29,13.04,27.573,21.521,13.0319893360138,Indiana,1975-08-29
1975,8,30,10.6,25.546,20.908,13.6777251958797,Indiana,1975-08-30
1975,8,31,7.47,23.207,19.82,1.05383992189445,Indiana,1975-08-31
1975,9,1,21.91,26.503,15.099,0,Indiana,1975-09-01
1975,9,2,13.21,28.265,18.959,0,Indiana,1975-09-02
1975,9,3,20.93,31.001,18.214,0,Indiana,1975-09-03
1975,9,4,15.81,27.484,17.234,0,Indiana,1975-09-04
1975,9,5,11.42,25.192,17.12,8.30523967738372,Indiana,1975-09-05
1975,9,6,20.05,21.72,12.296,0,Indiana,1975-09-06
1975,9,7,22.13,24.845,11.094,0,Indiana,1975-09-07
1975,9,8,16.98,23.415,17.373,0,Indiana,1975-09-08
1975,9,9,21.11,21.706,10.847,0,Indiana,1975-09-09
1975,9,10,19.71,27.431,14.57,0,Indiana,1975-09-10
1975,9,11,2.58,24.591,19.916,13.0951953948966,Indiana,1975-09-11
1975,9,12,18.88,18.742,14.237,0,Indiana,1975-09-12
1975,9,13,21.2,16.23,6.856,0,Indiana,1975-09-13
1975,9,14,21.16,18.09,5.876,0,Indiana,1975-09-14
1975,9,15,14.7,20.374,10.536,1.17506170505521,Indiana,1975-09-15
1975,9,16,6.74,19.48,15.306,0,Indiana,1975-09-16
1975,9,17,8.89,22.268,15.675,0,Indiana,1975-09-17
1975,9,18,16.69,24.467,14.042,0,Indiana,1975-09-18
1975,9,19,3.19,21.988,15.258,13.6824876070136,Indiana,1975-09-19
1975,9,20,13.34,17.469,9.831,1.88697743641342,Indiana,1975-09-20
1975,9,21,10.98,15.593,10.263,0,Indiana,1975-09-21
1975,9,22,10.62,15.699,7.573,0,Indiana,1975-09-22
1975,9,23,14.39,18.442,7.57,0,Indiana,1975-09-23
1975,9,24,11.07,16.833,10.59,1.06889009464339,Indiana,1975-09-24
1975,9,25,3.06,12.846,9.089,5.21225631236533,Indiana,1975-09-25
1975,9,26,5.51,15.563,11.158,0,Indiana,1975-09-26
1975,9,27,17.57,17.92,5.54,0,Indiana,1975-09-27
1975,9,28,18.99,19.862,5.401,0,Indiana,1975-09-28
1975,9,29,9.83,18.911,9.291,2.7417689543654,Indiana,1975-09-29
1975,9,30,18.04,22.166,9.143,0,Indiana,1975-09-30
1975,10,1,13.71,18.164,11.435,3.56141955359135,Indiana,1975-10-01
1975,10,2,12.95,11.855,7.076,0,Indiana,1975-10-02
1975,10,3,18.4,16.8,2.419,0,Indiana,1975-10-03
1975,10,4,18.17,19.939,4.288,0,Indiana,1975-10-04
1975,10,5,17.29,21.947,7.473,0,Indiana,1975-10-05
1975,10,6,16.89,22.021,10.232,0,Indiana,1975-10-06
1975,10,7,17.29,22.545,6.961,0,Indiana,1975-10-07
1975,10,8,3.23,17.88,13.677,8.93968343734741,Indiana,1975-10-08
1975,10,9,15.45,22.008,10.79,2.5971859692504,Indiana,1975-10-09
1975,10,10,16.55,22.389,9.152,0,Indiana,1975-10-10
1975,10,11,16.37,18.022,7.355,0,Indiana,1975-10-11
1975,10,12,16.11,21.905,6.759,0,Indiana,1975-10-12
1975,10,13,15.18,27.9,15.093,0,Indiana,1975-10-13
1975,10,14,15.64,27.091,16.312,0,Indiana,1975-10-14
1975,10,15,10.72,22.337,16.689,1.60287320602492,Indiana,1975-10-15
1975,10,16,15.65,15.847,5.707,0,Indiana,1975-10-16
1975,10,17,5.85,13.019,9.116,0,Indiana,1975-10-17
1975,10,18,4.49,10.144,7.299,3.55055034157203,Indiana,1975-10-18
1975,10,19,4.83,12.015,6.801,8.5549311709201,Indiana,1975-10-19
1975,10,20,14.29,18.883,6.719,0,Indiana,1975-10-20
1975,10,21,14.25,23.369,11.416,0,Indiana,1975-10-21
1975,10,22,14.19,23.82,13.317,0,Indiana,1975-10-22
1975,10,23,13.84,22.739,14.207,0,Indiana,1975-10-23
1975,10,24,11.01,24.196,16.403,0,Indiana,1975-10-24
1975,10,25,14.36,21.868,6.7,10.4177307948703,Indiana,1975-10-25
1975,10,26,14.53,13.442,3.27,0,Indiana,1975-10-26
1975,10,27,13.7,17.787,4.334,0,Indiana,1975-10-27
1975,10,28,7.69,18.512,10.058,0,Indiana,1975-10-28
1975,10,29,12.22,15.216,8.121,0,Indiana,1975-10-29
1975,10,30,13.39,10.765,2.162,0,Indiana,1975-10-30
1975,10,31,10.26,14.708,3.787,0,Indiana,1975-10-31
1975,11,1,5.86,16.533,11.599,5.98159432411194,Indiana,1975-11-01
1975,11,2,9.56,21.949,13.056,1.47242844104767,Indiana,1975-11-02
1975,11,3,3.61,19.264,14.087,2.0411491386767,Indiana,1975-11-03
1975,11,4,9.66,22.486,12.711,2.19174325479798,Indiana,1975-11-04
1975,11,5,9.95,22.676,12.381,0,Indiana,1975-11-05
1975,11,6,8.83,22.814,14.242,0,Indiana,1975-11-06
1975,11,7,7.56,20.017,15.802,9.27841663349227,Indiana,1975-11-07
1975,11,8,8.62,19.395,15.428,0,Indiana,1975-11-08
1975,11,9,11.34,22.328,12.09,0,Indiana,1975-11-09
1975,11,10,11.79,19.596,7.98,6.99447393412811,Indiana,1975-11-10
1975,11,11,11.38,14.347,2.498,0,Indiana,1975-11-11
1975,11,12,10.71,11.745,5.852,0,Indiana,1975-11-12
1975,11,13,4.03,5.98,1.28,1.52679080201779,Indiana,1975-11-13
1975,11,14,11.43,4.538,-2.743,0,Indiana,1975-11-14
1975,11,15,11.06,12.243,-1.076,0,Indiana,1975-11-15
1975,11,16,9.72,16.587,5.276,0,Indiana,1975-11-16
1975,11,17,10.59,18.005,6.172,0,Indiana,1975-11-17
1975,11,18,10.82,17.868,5.3,0,Indiana,1975-11-18
1975,11,19,10.59,18.042,4.895,0,Indiana,1975-11-19
1975,11,20,3.33,13.717,8.846,6.95668458928367,Indiana,1975-11-20
1975,11,21,2.66,7.95,2.148,2.00617533562308,Indiana,1975-11-21
1975,11,22,9.38,5.751,-1.217,0,Indiana,1975-11-22
1975,11,23,10.4,5.718,-4.882,0,Indiana,1975-11-23
1975,11,24,4.04,4.703,-2.482,0,Indiana,1975-11-24
1975,11,25,7.03,3.798,-2.425,0,Indiana,1975-11-25
1975,11,26,5.89,2.391,-4.075,2.53480970849296,Indiana,1975-11-26
1975,11,27,4.68,0.654,-0.986,12.3368964694919,Indiana,1975-11-27
1975,11,28,9.87,1.711,-6.198,0,Indiana,1975-11-28
1975,11,29,2.56,13.06,-0.745,3.52749349622172,Indiana,1975-11-29
1975,11,30,5.46,16.821,1.444,28.1917228348902,Indiana,1975-11-30
1975,12,1,8.97,0.634,-6.85,0,Indiana,1975-12-01
1975,12,2,9.09,5.677,-2.621,0,Indiana,1975-12-02
1975,12,3,9.19,3.269,-3.088,0,Indiana,1975-12-03
1975,12,4,9.14,13.722,-0.495,0,Indiana,1975-12-04
1975,12,5,4.7,14.794,6.613,0,Indiana,1975-12-05
1975,12,6,6.66,13.526,2.25,6.14624486445337,Indiana,1975-12-06
1975,12,7,9.29,3.385,-4.817,0,Indiana,1975-12-07
1975,12,8,4.26,3.405,-3.286,0,Indiana,1975-12-08
1975,12,9,4.43,2.576,-0.106,3.89814309221492,Indiana,1975-12-09
1975,12,10,5.83,1.952,-3.096,0,Indiana,1975-12-10
1975,12,11,7.39,8.188,-1.054,0,Indiana,1975-12-11
1975,12,12,3.78,5.876,1.929,0,Indiana,1975-12-12
1975,12,13,4.25,15.766,3.917,1.87223255630897,Indiana,1975-12-13
1975,12,14,5.63,18.023,12.193,0,Indiana,1975-12-14
1975,12,15,2.45,17.017,2.176,11.2017537361453,Indiana,1975-12-15
1975,12,16,8.65,2.342,-6.048,0,Indiana,1975-12-16
1975,12,17,7.9,-0.024,-8.442,0,Indiana,1975-12-17
1975,12,18,9.62,-8.777,-14.334,0,Indiana,1975-12-18
1975,12,19,6.21,1.43,-11.035,0,Indiana,1975-12-19
1975,12,20,3.14,1.958,-0.574,1.92638635634879,Indiana,1975-12-20
1975,12,21,9.08,0.23,-4.985,0,Indiana,1975-12-21
1975,12,22,8.94,1.17,-8.626,0,Indiana,1975-12-22
1975,12,23,4.08,2.505,-4.476,0,Indiana,1975-12-23
1975,12,24,5.67,1.16,-3.342,0,Indiana,1975-12-24
1975,12,25,3.36,1.218,-3.179,2.81819999207755,Indiana,1975-12-25
1975,12,26,5.6,0.568,-1.75,11.3177478312423,Indiana,1975-12-26
1975,12,27,7.51,-0.922,-6.387,0,Indiana,1975-12-27
1975,12,28,6.02,-2.356,-8.587,0,Indiana,1975-12-28
1975,12,29,3.17,2.198,-5.856,4.14752662180717,Indiana,1975-12-29
1975,12,30,2.25,2.848,1.156,4.06910181044395,Indiana,1975-12-30
1975,12,31,3.04,1.137,-0.807,1.27309560775757,Indiana,1975-12-31
1976,1,1,9.19,2.733,-6.984,0,Indiana,1976-01-01
1976,1,2,4.85,5.511,-1.675,1.89398527135154,Indiana,1976-01-02
1976,1,3,6.64,0.633,-6.753,0,Indiana,1976-01-03
1976,1,4,9.75,-7.455,-14.536,0,Indiana,1976-01-04
1976,1,5,7.7,-4.848,-14.202,0,Indiana,1976-01-05
1976,1,6,6.49,2.818,-7.213,0,Indiana,1976-01-06
1976,1,7,5.15,2.566,-7.547,6.65785372257233,Indiana,1976-01-07
1976,1,8,10.38,-8.648,-20.543,0,Indiana,1976-01-08
1976,1,9,9.62,-9.096,-16.458,0,Indiana,1976-01-09
1976,1,10,5.34,-1.776,-14.561,0,Indiana,1976-01-10
1976,1,11,6.06,2.227,-3.508,2.84435451021636,Indiana,1976-01-11
1976,1,12,9.53,3.297,-11.943,0,Indiana,1976-01-12
1976,1,13,1.48,1.525,-1.333,14.9525513790145,Indiana,1976-01-13
1976,1,14,10.91,-0.682,-9.675,0,Indiana,1976-01-14
1976,1,15,6.43,1.88,-13.651,0,Indiana,1976-01-15
1976,1,16,8.25,1.728,-8.593,1.78476572034469,Indiana,1976-01-16
1976,1,17,9.25,-9.303,-13.486,0,Indiana,1976-01-17
1976,1,18,11.28,-6.224,-20.917,0,Indiana,1976-01-18
1976,1,19,5.24,1.567,-9.173,0,Indiana,1976-01-19
1976,1,20,6.95,0.595,-7.819,1.79634484197777,Indiana,1976-01-20
1976,1,21,7.23,-2.297,-9.553,2.7576923370134,Indiana,1976-01-21
1976,1,22,10.37,-6.185,-8.546,0,Indiana,1976-01-22
1976,1,23,11.35,4.757,-16.996,0,Indiana,1976-01-23
1976,1,24,10.74,1.699,-6.919,0,Indiana,1976-01-24
1976,1,25,1.56,0.702,-10.847,15.61132727727,Indiana,1976-01-25
1976,1,26,5.73,0.446,-6.001,0,Indiana,1976-01-26
1976,1,27,12.48,-6.746,-17.441,0,Indiana,1976-01-27
1976,1,28,7.99,2.309,-20.499,0,Indiana,1976-01-28
1976,1,29,8.11,1.613,-4.46,0,Indiana,1976-01-29
1976,1,30,6.34,0.718,-9.31,1.96678936299577,Indiana,1976-01-30
1976,1,31,9.8,-0.397,-6.893,0,Indiana,1976-01-31
1976,2,1,7.25,0.539,-10.293,4.44327294820823,Indiana,1976-02-01
1976,2,2,13.11,-11.961,-23.707,0,Indiana,1976-02-02
1976,2,3,12.04,-1.573,-23.139,0,Indiana,1976-02-03
1976,2,4,9.99,-1.841,-7.319,0,Indiana,1976-02-04
1976,2,5,3.65,-3.983,-6.783,10.4422152041366,Indiana,1976-02-05
1976,2,6,12.82,-5.188,-11.662,0,Indiana,1976-02-06
1976,2,7,14.22,-4.03,-14.534,0,Indiana,1976-02-07
1976,2,8,11.84,0.258,-4.42,0,Indiana,1976-02-08
1976,2,9,13.93,3.475,-14.289,0,Indiana,1976-02-09
1976,2,10,11.91,18.393,3.532,0,Indiana,1976-02-10
1976,2,11,14.24,14.445,-1.582,0,Indiana,1976-02-11
1976,2,12,13.48,12.325,-1.029,0,Indiana,1976-02-12
1976,2,13,13.53,10.275,3.437,0,Indiana,1976-02-13
1976,2,14,13.43,7.175,-4.581,0,Indiana,1976-02-14
1976,2,15,8.85,19.354,2.733,2.97696830341465,Indiana,1976-02-15
1976,2,16,1.65,15.336,1.329,14.0564769505431,Indiana,1976-02-16
1976,2,17,9.51,14.721,2.235,5.69542646405807,Indiana,1976-02-17
1976,2,18,6.69,12.812,7.052,7.61477649200515,Indiana,1976-02-18
1976,2,19,11.02,8.548,0.598,0,Indiana,1976-02-19
1976,2,20,14.94,13.081,-3.148,0,Indiana,1976-02-20
1976,2,21,2.73,14.478,7.6,37.5172419692262,Indiana,1976-02-21
1976,2,22,10.14,6.527,-3.796,1.17245935626897,Indiana,1976-02-22
1976,2,23,16.15,5.189,-6.851,0,Indiana,1976-02-23
1976,2,24,14.4,16.628,2.374,0,Indiana,1976-02-24
1976,2,25,12.62,17.214,9.4,0,Indiana,1976-02-25
1976,2,26,16.17,15.197,8.167,0,Indiana,1976-02-26
1976,2,27,16.64,18.881,3.434,0,Indiana,1976-02-27
1976,2,28,13.06,15.188,4.705,0,Indiana,1976-02-28
1976,2,29,6.78,16.326,8.203,0,Indiana,1976-02-29
1976,3,1,7.64,15.4,2.457,2.20972647872486,Indiana,1976-03-01
1976,3,2,5.63,19.848,13.948,6.09351992596885,Indiana,1976-03-02
1976,3,3,2.78,18.576,10.523,2.53775208091156,Indiana,1976-03-03
1976,3,4,6.68,21.883,3.933,13.9393210411072,Indiana,1976-03-04
1976,3,5,17.97,20.393,2.431,9.49044823636314,Indiana,1976-03-05
1976,3,6,18.99,5.493,-6.014,0,Indiana,1976-03-06
1976,3,7,16.79,9.803,-3.484,0,Indiana,1976-03-07
1976,3,8,17.46,5.905,-4.019,0,Indiana,1976-03-08
1976,3,9,18.47,8.995,-1.826,0,Indiana,1976-03-09
1976,3,10,6.86,8.808,0.442,6.45639896390549,Indiana,1976-03-10
1976,3,11,18.41,9.928,-2.838,0,Indiana,1976-03-11
1976,3,12,9.72,15.291,6.815,5.96674084658844,Indiana,1976-03-12
1976,3,13,12.37,10.372,-2.965,0,Indiana,1976-03-13
1976,3,14,19.3,10.932,-3.392,0,Indiana,1976-03-14
1976,3,15,15.1,8.044,-1.835,0,Indiana,1976-03-15
1976,3,16,18.89,4.608,-2.825,9.0857595205307,Indiana,1976-03-16
1976,3,17,21.47,-0.203,-10.031,0,Indiana,1976-03-17
1976,3,18,17.29,14.628,-4.106,0,Indiana,1976-03-18
1976,3,19,19.94,20.61,11.207,0,Indiana,1976-03-19
1976,3,20,3.83,17.784,15.165,8.06232094760162,Indiana,1976-03-20
1976,3,21,16.12,15.416,3.264,2.76482999322525,Indiana,1976-03-21
1976,3,22,19.82,8.02,-5.136,0,Indiana,1976-03-22
1976,3,23,21.33,14.059,-3.484,0,Indiana,1976-03-23
1976,3,24,18.08,19.884,7.028,0,Indiana,1976-03-24
1976,3,25,20.74,17.259,6.643,7.93733596799484,Indiana,1976-03-25
1976,3,26,12.29,21.456,12.002,0,Indiana,1976-03-26
1976,3,27,8.77,19.358,5.496,12.4694671266639,Indiana,1976-03-27
1976,3,28,22.13,14.566,-1.685,0,Indiana,1976-03-28
1976,3,29,6.03,15.035,7.905,1.58995727059619,Indiana,1976-03-29
1976,3,30,17.96,18.913,10.898,4.71234321594238,Indiana,1976-03-30
1976,3,31,18.79,11.05,2.888,0,Indiana,1976-03-31
1976,4,1,9.61,8.196,1.895,2.42922421989533,Indiana,1976-04-01
1976,4,2,23.66,15.976,1.641,0,Indiana,1976-04-02
1976,4,3,22.82,21.693,6.996,0,Indiana,1976-04-03
1976,4,4,20.04,17.237,3.122,0,Indiana,1976-04-04
1976,4,5,23.52,14.339,-3.165,0,Indiana,1976-04-05
1976,4,6,23.13,18.003,6.113,0,Indiana,1976-04-06
1976,4,7,24.12,16.324,2.243,0,Indiana,1976-04-07
1976,4,8,24.98,9.632,-0.077,0,Indiana,1976-04-08
1976,4,9,25.13,11.903,-3.337,0,Indiana,1976-04-09
1976,4,10,24.76,17.1,1.197,0,Indiana,1976-04-10
1976,4,11,21.13,14.356,3.981,3.2051801682087,Indiana,1976-04-11
1976,4,12,26.11,11.195,-3.116,0,Indiana,1976-04-12
1976,4,13,25.81,17.16,-1.431,0,Indiana,1976-04-13
1976,4,14,23.83,23.544,5.021,0,Indiana,1976-04-14
