year,month,day,rad,tx,tn,p,Site,Date
1972,1,1,7.45,6.623,-2.085,0,Indiana,1972-01-01
1972,1,2,9.44,2.45,-3.212,3.31355929370147,Indiana,1972-01-02
1972,1,3,8.31,5.36,-2.956,0,Indiana,1972-01-03
1972,1,4,2.37,1.002,-4.786,5.40760755529845,Indiana,1972-01-04
1972,1,5,9.63,-5.355,-17.217,1.77676797511594,Indiana,1972-01-05
1972,1,6,9.93,-3.036,-13.748,0,Indiana,1972-01-06
1972,1,7,9.5,0.775,-3.964,0,Indiana,1972-01-07
1972,1,8,9.51,4.655,-10.63,0,Indiana,1972-01-08
1972,1,9,4.15,7.593,3.649,1.32133364667197,Indiana,1972-01-09
1972,1,10,9.46,7.777,-1.631,0,Indiana,1972-01-10
1972,1,11,6.81,6.33,-5.337,0,Indiana,1972-01-11
1972,1,12,8.53,8.85,-4.509,0,Indiana,1972-01-12
1972,1,13,4.13,8.25,-6.427,10.9769344329784,Indiana,1972-01-13
1972,1,14,10.87,-6.824,-17.374,0,Indiana,1972-01-14
1972,1,15,11.49,-18.301,-26.307,0,Indiana,1972-01-15
1972,1,16,10.66,-11.899,-30.803,0,Indiana,1972-01-16
1972,1,17,10.76,0.402,-11.904,0,Indiana,1972-01-17
1972,1,18,3.88,8.435,-0.785,0,Indiana,1972-01-18
1972,1,19,9.79,8.995,-3.265,0,Indiana,1972-01-19
1972,1,20,3.86,7.272,-0.684,2.26418972010833,Indiana,1972-01-20
1972,1,21,7.56,5.527,-3.938,0,Indiana,1972-01-21
1972,1,22,2.34,8.348,2.665,2.38276392013859,Indiana,1972-01-22
1972,1,23,3.68,3.873,-2.611,3.11960076857076,Indiana,1972-01-23
1972,1,24,2.19,13.159,-4.339,2.62364900765988,Indiana,1972-01-24
1972,1,25,11.93,7.439,-15.691,0,Indiana,1972-01-25
1972,1,26,10.02,-5.966,-12.962,0,Indiana,1972-01-26
1972,1,27,3.12,-6.251,-11.45,6.1834096908342,Indiana,1972-01-27
1972,1,28,11.97,-7.88,-16.677,2.88891100899491,Indiana,1972-01-28
1972,1,29,12.34,-10.264,-22.317,0,Indiana,1972-01-29
1972,1,30,12.81,-12.836,-16.131,0,Indiana,1972-01-30
1972,1,31,11.68,-0.677,-20.341,0,Indiana,1972-01-31
1972,2,1,8.66,0.74,-11.781,0,Indiana,1972-02-01
1972,2,2,10.39,2.24,-5.084,0,Indiana,1972-02-02
1972,2,3,7.62,0.642,-9.5,4.42036986351013,Indiana,1972-02-03
1972,2,4,11.97,-10.572,-18.998,0,Indiana,1972-02-04
1972,2,5,13.14,-3.044,-23.036,0,Indiana,1972-02-05
1972,2,6,6.28,0.542,-8.116,4.67950999736289,Indiana,1972-02-06
1972,2,7,14.75,-9.377,-20.828,0,Indiana,1972-02-07
1972,2,8,12.61,-12.179,-25.619,0,Indiana,1972-02-08
1972,2,9,14.39,-9.619,-20.643,0,Indiana,1972-02-09
1972,2,10,9.95,-6.778,-18.281,0,Indiana,1972-02-10
1972,2,11,12.74,0.588,-8.84,0,Indiana,1972-02-11
1972,2,12,11.53,3.628,-0.985,0,Indiana,1972-02-12
1972,2,13,7.46,1.306,-1.62,0,Indiana,1972-02-13
1972,2,14,14.58,9.969,-4.738,0,Indiana,1972-02-14
1972,2,15,7.21,5.938,-1.449,3.28867786282672,Indiana,1972-02-15
1972,2,16,14.73,3.974,-7.408,0,Indiana,1972-02-16
1972,2,17,11.71,10.228,-2.196,0,Indiana,1972-02-17
1972,2,18,6.23,5.343,-5.156,3.05338501920005,Indiana,1972-02-18
1972,2,19,14.96,-3.827,-8.862,0,Indiana,1972-02-19
1972,2,20,15.88,0.877,-13.284,0,Indiana,1972-02-20
1972,2,21,9.34,12.734,-1.302,0,Indiana,1972-02-21
1972,2,22,16.45,6.996,-10.975,0,Indiana,1972-02-22
1972,2,23,3.5,2.241,-4.982,5.26320934295654,Indiana,1972-02-23
1972,2,24,9.44,2.114,-3.318,0,Indiana,1972-02-24
1972,2,25,12.11,4.632,-4.327,0,Indiana,1972-02-25
1972,2,26,17.14,0.961,-5.058,3.39076855590292,Indiana,1972-02-26
1972,2,27,15.03,8.188,-6.929,0,Indiana,1972-02-27
1972,2,28,14.07,16.679,-2.035,0,Indiana,1972-02-28
1972,2,29,16.29,19.47,-0.94,0,Indiana,1972-02-29
1972,3,1,5.73,17.309,12.787,0,Indiana,1972-03-01
1972,3,2,9.02,14.318,-10.082,7.4013818630192,Indiana,1972-03-02
1972,3,3,17.88,3.048,-10.532,0,Indiana,1972-03-03
1972,3,4,8.44,3.49,-1.981,1.0889881675098,Indiana,1972-03-04
1972,3,5,18.19,-2.038,-11.563,0,Indiana,1972-03-05
1972,3,6,14.03,10.648,-7.968,0,Indiana,1972-03-06
1972,3,7,9.4,12.692,5.824,0,Indiana,1972-03-07
1972,3,8,18.08,3.974,-8.915,0,Indiana,1972-03-08
1972,3,9,10.43,5.354,-7.725,0,Indiana,1972-03-09
1972,3,10,19.53,2.884,-8.459,0,Indiana,1972-03-10
1972,3,11,18.14,19.88,-1.377,0,Indiana,1972-03-11
1972,3,12,10.02,19.101,12.461,0,Indiana,1972-03-12
1972,3,13,2.91,13.696,1.862,43.2168900966303,Indiana,1972-03-13
1972,3,14,13.13,5.564,-3.165,1.60089135005137,Indiana,1972-03-14
1972,3,15,7.71,8.212,-4.309,1.05992257590515,Indiana,1972-03-15
1972,3,16,10.4,9.579,1.957,6.16121292102889,Indiana,1972-03-16
1972,3,17,10.87,9.676,1.723,1.9773870705535,Indiana,1972-03-17
1972,3,18,20.8,5.949,-3.326,0,Indiana,1972-03-18
1972,3,19,20.64,9.708,-5.645,0,Indiana,1972-03-19
1972,3,20,19.23,19.527,3.387,1.25689595688527,Indiana,1972-03-20
1972,3,21,9.61,18.849,11.54,2.03544199302996,Indiana,1972-03-21
1972,3,22,7.76,12.648,2.653,2.58325507400059,Indiana,1972-03-22
1972,3,23,20.51,1.833,-7.085,0,Indiana,1972-03-23
1972,3,24,21.29,3.566,-8.353,0,Indiana,1972-03-24
1972,3,25,17.15,6.881,-3.947,0,Indiana,1972-03-25
1972,3,26,18.84,9.287,-5.32,0,Indiana,1972-03-26
1972,3,27,8.93,9.368,1.42,8.76837372777572,Indiana,1972-03-27
1972,3,28,14.5,8.323,-0.251,0,Indiana,1972-03-28
1972,3,29,6.14,5.58,-1.1,11.3717287777035,Indiana,1972-03-29
1972,3,30,23.22,4.798,-4.778,0,Indiana,1972-03-30
1972,3,31,21.65,10.286,-3.208,0,Indiana,1972-03-31
1972,4,1,17.29,4.482,-1.779,4.16038919900075,Indiana,1972-04-01
1972,4,2,14.24,4.942,-2.576,0,Indiana,1972-04-02
1972,4,3,17.18,12.962,-3.948,1.05321743285458,Indiana,1972-04-03
1972,4,4,24.35,8.707,-4.612,3.31572328104812,Indiana,1972-04-04
1972,4,5,23.31,14.558,0.462,0,Indiana,1972-04-05
1972,4,6,19.7,21.136,5.11,0,Indiana,1972-04-06
1972,4,7,3.83,16.748,-4.856,21.7632353305817,Indiana,1972-04-07
1972,4,8,25.21,1.479,-9.663,0,Indiana,1972-04-08
1972,4,9,25.07,9.011,-6.168,0,Indiana,1972-04-09
1972,4,10,18.23,17.685,2.365,0,Indiana,1972-04-10
1972,4,11,18.73,17.163,5.296,0,Indiana,1972-04-11
1972,4,12,15.83,22.16,9.579,6.06068372725943,Indiana,1972-04-12
1972,4,13,23.7,24.733,15.836,16.7174224865612,Indiana,1972-04-13
1972,4,14,9.56,20.156,6.845,2.32034325599173,Indiana,1972-04-14
1972,4,15,16.44,18.347,12.301,3.36094498629791,Indiana,1972-04-15
1972,4,16,16.98,16.912,7.982,40.1782572268417,Indiana,1972-04-16
1972,4,17,25.73,19.774,2.826,0,Indiana,1972-04-17
1972,4,18,25.92,22.99,7.774,0,Indiana,1972-04-18
1972,4,19,18.63,25.091,15.427,4.50668036864954,Indiana,1972-04-19
1972,4,20,14.58,19.296,6.657,35.2200528647586,Indiana,1972-04-20
1972,4,21,4.92,12.032,5.189,15.1213258504868,Indiana,1972-04-21
1972,4,22,16.89,16.231,6.171,7.72379636754295,Indiana,1972-04-22
1972,4,23,21.14,14.114,3.941,0,Indiana,1972-04-23
1972,4,24,18.31,11.008,2.48,0,Indiana,1972-04-24
1972,4,25,27.85,11.71,-1.023,0,Indiana,1972-04-25
1972,4,26,27.93,15.496,-1.956,0,Indiana,1972-04-26
1972,4,27,27.42,17.731,1.076,0,Indiana,1972-04-27
1972,4,28,24.09,19.435,7.73,0,Indiana,1972-04-28
1972,4,29,11.62,16.075,10.893,3.34601402278167,Indiana,1972-04-29
1972,4,30,20.87,21.732,10.129,2.06510248085578,Indiana,1972-04-30
1972,5,1,14.05,20.53,14.248,10.1745814084957,Indiana,1972-05-01
1972,5,2,22.22,19.394,14.53,0,Indiana,1972-05-02
1972,5,3,18.71,15.489,6.016,0,Indiana,1972-05-03
1972,5,4,25.26,18.341,5.933,0,Indiana,1972-05-04
1972,5,5,25.48,20.143,5.832,0,Indiana,1972-05-05
1972,5,6,25.11,25.441,14.224,0,Indiana,1972-05-06
1972,5,7,15.02,22.491,13.434,6.19625940527158,Indiana,1972-05-07
1972,5,8,7.03,17.518,11.368,3.41727857340857,Indiana,1972-05-08
1972,5,9,26,15.903,6.297,4.74531015714774,Indiana,1972-05-09
1972,5,10,29.14,16.832,2.418,0,Indiana,1972-05-10
1972,5,11,28.69,19.638,4.799,0,Indiana,1972-05-11
1972,5,12,28.75,22.758,8.611,0,Indiana,1972-05-12
1972,5,13,9.8,21.767,12.756,9.13327932357788,Indiana,1972-05-13
1972,5,14,20.24,21.862,13.744,10.4952573774995,Indiana,1972-05-14
1972,5,15,13.04,17.835,10.563,1.33076896565854,Indiana,1972-05-15
1972,5,16,24.09,21.104,10.687,0,Indiana,1972-05-16
1972,5,17,26.84,23.436,7.637,0,Indiana,1972-05-17
1972,5,18,28.66,26.212,11.289,0,Indiana,1972-05-18
1972,5,19,28.93,26.145,13.347,0,Indiana,1972-05-19
1972,5,20,28.99,26.924,11.786,0,Indiana,1972-05-20
1972,5,21,27.3,28.809,11.767,0,Indiana,1972-05-21
1972,5,22,28.96,27.205,16.089,0,Indiana,1972-05-22
1972,5,23,27.37,27.777,13.899,0,Indiana,1972-05-23
1972,5,24,29.55,28.37,15.585,0,Indiana,1972-05-24
1972,5,25,29.17,29.302,14.911,0,Indiana,1972-05-25
1972,5,26,29.09,29.086,13.659,0,Indiana,1972-05-26
1972,5,27,27.5,28.563,16.126,0,Indiana,1972-05-27
1972,5,28,28.94,28.232,15.196,0,Indiana,1972-05-28
1972,5,29,19,27.284,16.796,9.09844934940196,Indiana,1972-05-29
1972,5,30,17.79,21.607,10.724,13.402134180069,Indiana,1972-05-30
1972,5,31,8.79,13.948,6.42,1.27636194218894,Indiana,1972-05-31
1972,6,1,29.94,22.422,7.328,0,Indiana,1972-06-01
1972,6,2,23.93,27.396,13.148,0,Indiana,1972-06-02
1972,6,3,27.28,30.303,17.544,0,Indiana,1972-06-03
1972,6,4,27.62,29.866,18.741,3.07082533834091,Indiana,1972-06-04
1972,6,5,22.03,27.37,15.663,0,Indiana,1972-06-05
1972,6,6,26.71,27.226,19.157,10.5020139317844,Indiana,1972-06-06
1972,6,7,30.09,25.298,13.435,0,Indiana,1972-06-07
1972,6,8,19.84,24.214,14.759,0,Indiana,1972-06-08
1972,6,9,22.93,27.974,16.646,5.36087908585614,Indiana,1972-06-09
1972,6,10,30.35,20.038,10.911,5.69040220705119,Indiana,1972-06-10
1972,6,11,30.54,20.926,6.064,0,Indiana,1972-06-11
1972,6,12,24.44,27.388,12.984,0,Indiana,1972-06-12
1972,6,13,23.78,29.794,20.195,3.25100806708178,Indiana,1972-06-13
1972,6,14,25.53,30.776,22.665,1.1396132919117,Indiana,1972-06-14
1972,6,15,19.5,28.265,17.686,12.142753655155,Indiana,1972-06-15
1972,6,16,26.66,24.583,15.285,0,Indiana,1972-06-16
1972,6,17,23.44,22.132,9.768,0,Indiana,1972-06-17
1972,6,18,28.83,25.865,11.857,0,Indiana,1972-06-18
1972,6,19,25.23,29.982,17.071,0,Indiana,1972-06-19
1972,6,20,21.38,28.576,20.441,1.35729103658377,Indiana,1972-06-20
1972,6,21,25.72,24.801,12.77,0,Indiana,1972-06-21
1972,6,22,27.12,18.349,9.714,0,Indiana,1972-06-22
1972,6,23,27.56,17.417,8.714,0,Indiana,1972-06-23
1972,6,24,15.95,18.45,10.983,0,Indiana,1972-06-24
1972,6,25,16.03,22.176,10.738,0,Indiana,1972-06-25
1972,6,26,21.84,25.719,13.46,0,Indiana,1972-06-26
1972,6,27,28.06,28.896,13.159,0,Indiana,1972-06-27
1972,6,28,18.42,28.71,17.349,2.24217176435104,Indiana,1972-06-28
1972,6,29,14.04,24.434,17.361,7.50451191208867,Indiana,1972-06-29
1972,6,30,24.91,28.628,16.354,0,Indiana,1972-06-30
1972,7,1,28.93,31.674,19.152,0,Indiana,1972-07-01
1972,7,2,20.48,30.059,19.996,1.13686919212341,Indiana,1972-07-02
1972,7,3,16.83,25.081,17.042,6.16444647300796,Indiana,1972-07-03
1972,7,4,15.99,22.498,13.305,1.29449047545904,Indiana,1972-07-04
1972,7,5,18.35,20.641,9.328,0,Indiana,1972-07-05
1972,7,6,28.11,23.126,8.087,0,Indiana,1972-07-06
1972,7,7,23.93,25.269,13.886,1.10121629245441,Indiana,1972-07-07
1972,7,8,23.94,26.884,15.412,0,Indiana,1972-07-08
1972,7,9,13.76,26.402,19.116,2.09269225592834,Indiana,1972-07-09
1972,7,10,24.35,31.095,19.799,0,Indiana,1972-07-10
1972,7,11,26.88,32.21,21.341,0,Indiana,1972-07-11
1972,7,12,26.42,31.277,21.099,0,Indiana,1972-07-12
1972,7,13,23.43,31.054,20.819,0,Indiana,1972-07-13
1972,7,14,25.03,31.539,23.404,0,Indiana,1972-07-14
1972,7,15,14.83,30.131,24.496,1.84046315371234,Indiana,1972-07-15
1972,7,16,18.72,27.508,18.521,0,Indiana,1972-07-16
1972,7,17,23.56,30.401,18.262,0,Indiana,1972-07-17
1972,7,18,22.21,31.412,23.699,3.1851149784643,Indiana,1972-07-18
1972,7,19,22.85,30.631,21.769,10.2697432041055,Indiana,1972-07-19
1972,7,20,26.42,32.718,22.677,0,Indiana,1972-07-20
1972,7,21,24.36,32.68,23.42,0,Indiana,1972-07-21
1972,7,22,24.46,32.876,23.727,0,Indiana,1972-07-22
1972,7,23,24.33,32.945,22.822,1.60812139500877,Indiana,1972-07-23
1972,7,24,15.65,28.957,21.404,15.8268004655788,Indiana,1972-07-24
1972,7,25,25.72,26.634,20.316,0,Indiana,1972-07-25
1972,7,26,19.07,25.345,14.022,1.5607297420388,Indiana,1972-07-26
1972,7,27,14.32,24.004,18.511,4.39496636380454,Indiana,1972-07-27
1972,7,28,23.59,24.617,16.808,0,Indiana,1972-07-28
1972,7,29,24.7,25.394,15.658,0,Indiana,1972-07-29
1972,7,30,26.6,26.659,14.738,0,Indiana,1972-07-30
1972,7,31,25.73,28.387,15.938,0,Indiana,1972-07-31
1972,8,1,15.69,27.149,17.679,0,Indiana,1972-08-01
1972,8,2,14.79,28.209,20.044,4.54336404800415,Indiana,1972-08-02
1972,8,3,11.72,26.892,19.226,3.13753485676216,Indiana,1972-08-03
1972,8,4,14.01,22.369,15.995,1.3394892215679,Indiana,1972-08-04
1972,8,5,27.3,24.578,11.109,0,Indiana,1972-08-05
1972,8,6,9.76,27.428,17.478,10.590588733578,Indiana,1972-08-06
1972,8,7,15.32,24.422,18.704,14.9335205554912,Indiana,1972-08-07
1972,8,8,11.15,22.84,14.668,2.43154168123283,Indiana,1972-08-08
1972,8,9,22.09,21.565,11.273,0,Indiana,1972-08-09
1972,8,10,26.8,22.229,8.582,0,Indiana,1972-08-10
1972,8,11,22.96,26.865,13.388,0,Indiana,1972-08-11
1972,8,12,15.96,27.057,19.556,18.5072592921074,Indiana,1972-08-12
1972,8,13,21.82,29.288,17.91,1.23967230314292,Indiana,1972-08-13
1972,8,14,21.15,30.023,20.516,1.60657791101571,Indiana,1972-08-14
1972,8,15,13.58,26.672,21.679,1.57105997850948,Indiana,1972-08-15
1972,8,16,23.91,29.239,14.339,0,Indiana,1972-08-16
1972,8,17,22.52,31.807,22.202,0,Indiana,1972-08-17
1972,8,18,23.54,31.942,22.643,0,Indiana,1972-08-18
1972,8,19,17.91,30.016,22.106,4.00584022997919,Indiana,1972-08-19
1972,8,20,23.47,29.061,19.462,0,Indiana,1972-08-20
1972,8,21,23.39,30.876,20.734,0,Indiana,1972-08-21
1972,8,22,20.85,30.188,23.132,9.02160406110397,Indiana,1972-08-22
1972,8,23,12.65,27.423,21.519,12.8753781318665,Indiana,1972-08-23
1972,8,24,17.4,25.961,20.41,10.3655288134519,Indiana,1972-08-24
1972,8,25,20.71,28.716,17.808,2.4753382289191,Indiana,1972-08-25
1972,8,26,15.95,24.286,20.417,6.09001489181082,Indiana,1972-08-26
1972,8,27,12.91,23.34,19.175,1.64548440221779,Indiana,1972-08-27
1972,8,28,20.65,26.981,16.785,0,Indiana,1972-08-28
1972,8,29,22.12,29.09,15.491,0,Indiana,1972-08-29
1972,8,30,22.84,29.057,16.758,0,Indiana,1972-08-30
1972,8,31,20.62,28.464,17.098,0,Indiana,1972-08-31
1972,9,1,19.66,28.023,17.236,1.12612524160838,Indiana,1972-09-01
1972,9,2,5.89,24.294,14.239,9.63962972163657,Indiana,1972-09-02
1972,9,3,5.54,17.385,13.129,1.23095810408813,Indiana,1972-09-03
1972,9,4,19.99,20.971,11.549,0,Indiana,1972-09-04
1972,9,5,21.34,23.052,10.867,0,Indiana,1972-09-05
1972,9,6,22.27,24.711,12.195,0,Indiana,1972-09-06
1972,9,7,15.22,27.341,16.525,0,Indiana,1972-09-07
1972,9,8,15.18,25.475,20.709,9.51491594304343,Indiana,1972-09-08
1972,9,9,20.69,22.326,14.694,0,Indiana,1972-09-09
1972,9,10,21.2,23.451,10.806,0,Indiana,1972-09-10
1972,9,11,16.4,28.309,15.039,0,Indiana,1972-09-11
1972,9,12,14.99,27.653,20.027,4.56930696782365,Indiana,1972-09-12
1972,9,13,18.41,30.544,22.328,0,Indiana,1972-09-13
1972,9,14,10.43,25.659,21.029,33.4200710058212,Indiana,1972-09-14
1972,9,15,17.77,23.93,10.922,0,Indiana,1972-09-15
1972,9,16,19.78,27.229,16.451,0,Indiana,1972-09-16
1972,9,17,18.22,29.12,21.676,0,Indiana,1972-09-17
1972,9,18,12.23,28.959,20.711,0,Indiana,1972-09-18
1972,9,19,13.73,26.962,19.162,0,Indiana,1972-09-19
1972,9,20,19.12,27.346,14.374,0,Indiana,1972-09-20
1972,9,21,5.59,23.538,15.04,3.38397140575353,Indiana,1972-09-21
1972,9,22,20.35,19.311,9.666,0,Indiana,1972-09-22
1972,9,23,4.78,18.798,11.365,14.2567187547797,Indiana,1972-09-23
1972,9,24,8.85,24.156,18.03,4.82925176619986,Indiana,1972-09-24
1972,9,25,5.25,23.284,19.55,8.50159525862182,Indiana,1972-09-25
1972,9,26,8.26,25.183,20.122,8.03349018093513,Indiana,1972-09-26
1972,9,27,4,21.388,15.976,0,Indiana,1972-09-27
1972,9,28,12.8,24.543,15.146,0,Indiana,1972-09-28
1972,9,29,5.23,22.366,14.179,5.43231905840003,Indiana,1972-09-29
1972,9,30,18.69,12.871,5.334,2.69415378570059,Indiana,1972-09-30
1972,10,1,17.27,18.786,5.924,0,Indiana,1972-10-01
1972,10,2,17.57,22.243,9.788,0,Indiana,1972-10-02
1972,10,3,15.33,22.267,12.658,0,Indiana,1972-10-03
1972,10,4,7.81,19.779,14.652,7.26854801177979,Indiana,1972-10-04
1972,10,5,7.57,19.643,11.989,0,Indiana,1972-10-05
1972,10,6,9.29,20.247,11.287,0,Indiana,1972-10-06
1972,10,7,14.81,16.38,10.542,0,Indiana,1972-10-07
1972,10,8,16.73,20.652,9.388,0,Indiana,1972-10-08
1972,10,9,16.38,15.393,6.023,0,Indiana,1972-10-09
1972,10,10,14.67,17.832,5.748,0,Indiana,1972-10-10
1972,10,11,9.54,20.811,13.089,8.23768973350525,Indiana,1972-10-11
1972,10,12,10.92,18.473,13.386,13.3847415446553,Indiana,1972-10-12
1972,10,13,14.08,14.754,6.471,0,Indiana,1972-10-13
1972,10,14,10.84,19.031,10.794,0,Indiana,1972-10-14
1972,10,15,15.54,12.679,3.325,0,Indiana,1972-10-15
1972,10,16,14.4,18.733,8.614,1.70291066160644,Indiana,1972-10-16
1972,10,17,15.62,16.716,5.458,0,Indiana,1972-10-17
1972,10,18,3.54,5.35,1.938,3.07275354850844,Indiana,1972-10-18
1972,10,19,15.65,5.742,-0.966,0,Indiana,1972-10-19
1972,10,20,13.88,9.374,-2.777,0,Indiana,1972-10-20
1972,10,21,1.58,9.854,5.985,4.05897307331315,Indiana,1972-10-21
1972,10,22,3.11,16.369,9.278,15.2239799499512,Indiana,1972-10-22
1972,10,23,4.4,15.612,8.156,6.49935967066995,Indiana,1972-10-23
1972,10,24,2.01,8.273,6.288,0,Indiana,1972-10-24
1972,10,25,7.68,8.345,4.826,0,Indiana,1972-10-25
1972,10,26,14.2,12.324,1.297,0,Indiana,1972-10-26
1972,10,27,6.17,15.056,2.681,1.21015310287476,Indiana,1972-10-27
1972,10,28,1.57,12.669,10.673,2.27239727973938,Indiana,1972-10-28
1972,10,29,5.17,10.771,7.785,1.08863413333893,Indiana,1972-10-29
1972,10,30,3.98,10.671,6.627,0,Indiana,1972-10-30
1972,10,31,1.42,9.18,6.368,0,Indiana,1972-10-31
1972,11,1,2.15,12.548,7.386,5.85886836051941,Indiana,1972-11-01
1972,11,2,11.39,18.108,10.459,9.34005464080201,Indiana,1972-11-02
1972,11,3,5.92,11.21,4.139,0,Indiana,1972-11-03
1972,11,4,6.53,8.396,4.966,0,Indiana,1972-11-04
1972,11,5,10.85,10.938,2.162,0,Indiana,1972-11-05
1972,11,6,11.15,16.028,3.393,0,Indiana,1972-11-06
1972,11,7,1.04,12.826,8.939,16.9486641883623,Indiana,1972-11-07
1972,11,8,4.09,8.494,5.98,0,Indiana,1972-11-08
1972,11,9,5.63,9.405,5.806,0,Indiana,1972-11-09
1972,11,10,3.42,8.751,4.005,4.6161481036151,Indiana,1972-11-10
1972,11,11,7.73,8.126,4.25,0,Indiana,1972-11-11
1972,11,12,4.94,8.061,3.493,0,Indiana,1972-11-12
1972,11,13,0.71,6.303,4.556,21.3842609759354,Indiana,1972-11-13
1972,11,14,3.64,4.802,1.09,18.9613759517329,Indiana,1972-11-14
1972,11,15,10.68,2.095,-2.005,0,Indiana,1972-11-15
1972,11,16,7.34,3.339,-3.291,0,Indiana,1972-11-16
1972,11,17,6.55,3.211,-1.581,0,Indiana,1972-11-17
1972,11,18,7.79,3.377,-1.354,0,Indiana,1972-11-18
1972,11,19,1.97,2.01,0.716,8.66301655770485,Indiana,1972-11-19
1972,11,20,8.69,4.787,-0.857,1.19999051094055,Indiana,1972-11-20
1972,11,21,4.9,3.377,-0.885,0,Indiana,1972-11-21
1972,11,22,8.1,2.455,-4.334,0,Indiana,1972-11-22
1972,11,23,7.58,0.061,-4.674,0,Indiana,1972-11-23
1972,11,24,10.34,5.899,-4.441,0,Indiana,1972-11-24
1972,11,25,2.63,1.959,0.484,7.19411207711573,Indiana,1972-11-25
1972,11,26,4.6,0.738,-0.91,5.46180009837371,Indiana,1972-11-26
1972,11,27,7.98,1.158,-2.684,1.9996136426812,Indiana,1972-11-27
1972,11,28,9.97,-1.256,-5.343,0,Indiana,1972-11-28
1972,11,29,9.43,0.548,-8.59,0,Indiana,1972-11-29
1972,11,30,10.04,2.332,-5.772,0,Indiana,1972-11-30
1972,12,1,5.51,4.518,-4.254,0,Indiana,1972-12-01
1972,12,2,9.41,9.674,-9.708,0,Indiana,1972-12-02
1972,12,3,7.12,7.531,-0.148,0,Indiana,1972-12-03
1972,12,4,1.42,-0.906,-4.949,7.91001356935794,Indiana,1972-12-04
1972,12,5,5.16,1.444,-3.975,0,Indiana,1972-12-05
1972,12,6,8.89,0.769,-12.81,13.6590003967285,Indiana,1972-12-06
1972,12,7,9.36,-5.622,-20.667,0,Indiana,1972-12-07
1972,12,8,3.37,0.686,-5.706,4.60041463367133,Indiana,1972-12-08
1972,12,9,6.53,-0.328,-9.249,0,Indiana,1972-12-09
1972,12,10,6.14,-6.817,-12.995,2.01684236526489,Indiana,1972-12-10
1972,12,11,9.08,-11.721,-23.356,0,Indiana,1972-12-11
1972,12,12,1.31,2.541,-10.873,16.4009779691128,Indiana,1972-12-12
1972,12,13,5.07,1.744,-7.943,5.86627423763275,Indiana,1972-12-13
1972,12,14,5.24,-5.64,-9.612,0,Indiana,1972-12-14
1972,12,15,4.44,-4.216,-8.982,2.03921681543306,Indiana,1972-12-15
1972,12,16,9.41,-9.403,-17.234,0,Indiana,1972-12-16
1972,12,17,9.59,-8.977,-23.622,0,Indiana,1972-12-17
1972,12,18,8.5,1.507,-9.053,0,Indiana,1972-12-18
1972,12,19,2.09,2.636,0.22,1.71064138402244,Indiana,1972-12-19
1972,12,20,1.56,2.616,0.655,1.8275469595892,Indiana,1972-12-20
1972,12,21,3.31,2.572,0.805,0,Indiana,1972-12-21
1972,12,22,4.14,2.38,-0.751,0,Indiana,1972-12-22
1972,12,23,4.87,3.34,-1.318,0,Indiana,1972-12-23
1972,12,24,2.89,2.523,-0.994,1.14831328392029,Indiana,1972-12-24
1972,12,25,4.68,2.861,-1.033,0,Indiana,1972-12-25
1972,12,26,3.2,1.315,-2.421,2.31990758732081,Indiana,1972-12-26
1972,12,27,8.8,5.903,-6.51,0,Indiana,1972-12-27
1972,12,28,7.13,5.205,-1.646,0,Indiana,1972-12-28
1972,12,29,3.62,8.325,-0.51,5.30790131506365,Indiana,1972-12-29
1972,12,30,1.97,13.056,8.624,13.3423389059999,Indiana,1972-12-30
1972,12,31,8.93,12.292,-0.354,3.21233678829458,Indiana,1972-12-31
1973,1,1,9.38,1.352,-4.766,0,Indiana,1973-01-01
1973,1,2,9.63,0.964,-7.032,0,Indiana,1973-01-02
1973,1,3,1.29,6.276,-4.823,14.9137220161037,Indiana,1973-01-03
1973,1,4,4.48,8.096,-3.863,3.51611179809197,Indiana,1973-01-04
1973,1,5,6.53,-4.465,-10.714,0,Indiana,1973-01-05
1973,1,6,7.08,-5.74,-11.155,0,Indiana,1973-01-06
1973,1,7,5.55,-4.421,-9.237,0,Indiana,1973-01-07
1973,1,8,7.53,-2.823,-6.848,0,Indiana,1973-01-08
1973,1,9,10.12,-5.419,-11.774,0,Indiana,1973-01-09
1973,1,10,7.6,-6.065,-13.912,0,Indiana,1973-01-10
1973,1,11,9.49,-5.529,-9.908,0,Indiana,1973-01-11
1973,1,12,10.32,-1.379,-12.177,0,Indiana,1973-01-12
1973,1,13,10.06,3.926,-5.856,0,Indiana,1973-01-13
1973,1,14,7.74,5.618,-3.02,0,Indiana,1973-01-14
1973,1,15,4.39,3.472,-0.077,1.24239623539779,Indiana,1973-01-15
1973,1,16,10.16,9.647,-0.355,0,Indiana,1973-01-16
1973,1,17,5.77,13.05,4.116,0,Indiana,1973-01-17
1973,1,18,5.63,14.068,7.362,0,Indiana,1973-01-18
1973,1,19,3.91,12.005,0.103,2.88033735728277,Indiana,1973-01-19
1973,1,20,8.32,2.579,-3.804,0,Indiana,1973-01-20
1973,1,21,2.72,3.665,-3.831,9.12553880260702,Indiana,1973-01-21
1973,1,22,4.05,7.421,2.953,5.90677717826793,Indiana,1973-01-22
1973,1,23,3.25,2.087,-1.434,1.66867180723784,Indiana,1973-01-23
1973,1,24,11.31,5.075,-4.843,0,Indiana,1973-01-24
1973,1,25,11.31,11.407,-2.62,0,Indiana,1973-01-25
